acc,assay_type,organism
SRR28428550,WGS,metagenome
ERR11283904,WGS,human gut metagenome
SRR14715584,WGS,human gut metagenome
SRR8353734,WGS,human gut metagenome
SRR14571074,WGS,feces metagenome
ERR11570614,WGS,human gut metagenome
SRR17644052,WGS,human gut metagenome
SRR30235526,WGS,human gut metagenome
DRR221430,WGS,human gut metagenome
ERR12109216,WGS,human gut metagenome
SRR23883440,WGS,human gut metagenome
SRR23883073,WGS,human gut metagenome
SRR6451743,WGS,human gut metagenome
ERR11283796,WGS,human gut metagenome
ERR7162755,WGS,human gut metagenome
ERR3153815,WGS,human gut metagenome
ERR11569349,WGS,human gut metagenome
SRR5558036,WGS,human gut metagenome
SRR13837286,WGS,gut metagenome
ERR2102797,WGS,human gut metagenome
ERR11569559,WGS,human gut metagenome
ERR4865609,WGS,human gut metagenome
ERR11456838,WGS,human gut metagenome
SRR26910046,WGS,bioreactor metagenome
SRR14874784,WGS,human gut metagenome
ERR10101633,WGS,human gut metagenome
ERR11477941,WGS,human gut metagenome
ERR2641527,WGS,human metagenome
SRR28429338,WGS,metagenome
SRR20648123,WGS,metagenome
SRR8108332,WGS,human gut metagenome
ERR11473092,WGS,human gut metagenome
ERR12023704,WGS,human gut metagenome
SRR12395651,WGS,gut metagenome
ERR4794906,WGS,human gut metagenome
SRR22050085,WGS,human gut metagenome
ERR6406249,WGS,human gut metagenome
SRR18468122,OTHER,human gut metagenome
SRR3724048,WGS,human gut metagenome
SRR31108538,WGS,metagenome
ERR1711644,WGS,human gut metagenome
SRR25246653,WGA,human gut metagenome
SRR13271603,WGS,metagenome
SRR27027778,WGS,human gut metagenome
DRR576436,WGS,human gut metagenome
SRR27355747,WGS,human metagenome
ERR11509174,WGS,human feces metagenome
SRR21969537,OTHER,metagenome
ERR10880543,WGS,human metagenome
SRR23883044,WGS,human gut metagenome
ERR11472737,WGS,human gut metagenome
ERR479101,WGS,Homo sapiens
SRR11941396,WGS,human gut metagenome
SRR13502337,WGS,human gut metagenome
SRR24599933,WGS,human gut metagenome
SRR13621707,WGS,human gut metagenome
SRR31120031,WGS,gut metagenome
SRR22682955,WGS,metagenome
ERR4383750,WGS,human gut metagenome
ERR4332550,WGS,Homo sapiens
ERR7162761,WGS,human gut metagenome
ERR6618670,WGS,human gut metagenome
SRR30993056,WGS,soil metagenome
ERR11457691,WGS,human gut metagenome
SRR1197614,WGS,human gut metagenome
ERR4333905,WGS,gut metagenome
SRR1785909,WGS,human gut metagenome
SRR29467365,OTHER,human gut metagenome
ERR11810773,WGS,metagenome
SRR12996017,WGS,feces metagenome
SRR29888976,WGS,metagenome
ERR688520,WGS,human gut metagenome
ERR1711678,WGS,human gut metagenome
SRR27129260,WGS,human gut metagenome
SRR30234588,WGS,human gut metagenome
ERR3697024,WGS,soil metagenome
SRR25947193,WGS,human gut metagenome
ERR2641554,WGS,human metagenome
SRR5439720,WGS,soil metagenome
SRR6958472,WGS,soil metagenome
SRR21938650,OTHER,metagenome
ERR3005011,WGS,human gut metagenome
ERR6324058,WGS,human gut metagenome
SRR25491933,WGS,human gut metagenome
SRR12143713,WGS,human gut metagenome
SRR10680386,WGS,human gut metagenome
SRR30124224,OTHER,human gut metagenome
SRR30643500,WGS,metagenome
SRR30481057,WGS,metagenome
SRR14874823,WGS,human gut metagenome
SRR21938816,OTHER,metagenome
ERR11511001,WGS,human gut metagenome
ERR11485494,WGS,human gut metagenome
ERR11472886,WGS,human gut metagenome
SRR21938136,OTHER,metagenome
ERR525803,WGS,human gut metagenome
SRR19670657,WGS,gut metagenome
ERR3450852,WGS,human metagenome
SRR18491229,WGS,gut metagenome
SRR5127609,WGS,human gut metagenome
SRR14699987,WGA,marine sediment metagenome
DRR354986,WGS,human gut metagenome
ERR11570511,WGS,human gut metagenome
ERR11569008,WGS,human gut metagenome
ERR5083844,WGS,metagenome
ERR9353503,WGS,human feces metagenome
ERR4859651,WGS,human gut metagenome
ERR3450856,WGS,human metagenome
ERR2683194,WGS,wastewater metagenome
ERR11472834,WGS,human gut metagenome
ERR9710123,WGS,human gut metagenome
SRR14715280,WGS,human gut metagenome
ERR2641433,WGS,human metagenome
SRR18584975,WGS,human gut metagenome
ERR11563966,WGS,human gut metagenome
SRR15715187,WGA,human gut metagenome
ERR7599960,Hi-C,human gut metagenome
SRR26457777,WGS,soil metagenome
SRR22027912,OTHER,metagenome
ERR11565382,WGS,human gut metagenome
SRR17241879,WGS,human gut metagenome
SRR19074105,WGS,human gut metagenome
ERR7783754,WGS,human gut metagenome
SRR29907895,WGS,gut metagenome
SRR6056557,WGS,rhizosphere metagenome
ERR11504344,WGS,human gut metagenome
ERR1297751,WGS,human gut metagenome
SRR17237874,WGS,human gut metagenome
ERR10115262,WGS,human gut metagenome
ERR10880545,WGS,human metagenome
SRR3954465,WGS,soil metagenome
SRR5127700,WGS,human gut metagenome
ERR7821240,WGS,human gut metagenome
SRR13077764,WGS,human gut metagenome
SRR23883338,WGS,human gut metagenome
SRR398108,OTHER,soil metagenome
SRR24770800,WGS,human gut metagenome
ERR11504329,WGS,human gut metagenome
ERR11473914,WGS,human gut metagenome
ERR11456517,WGS,human gut metagenome
SRR21938270,OTHER,metagenome
SRR25638218,WGS,soil metagenome
ERR6406399,WGS,human gut metagenome
SRR30601290,WGS,human gut metagenome
SRR11835855,WGS,metagenome
SRR5127611,WGS,human gut metagenome
SRR13844460,WGS,human gut metagenome
ERR11565266,WGS,human gut metagenome
ERR10880577,WGS,human metagenome
SRR13646879,WGS,human gut metagenome
SRR12179862,WGS,gut metagenome
ERR11477119,WGS,human gut metagenome
SRR15040977,WGS,human feces metagenome
ERR12394743,WGS,human gut metagenome
ERR1539580,WGS,gut metagenome
SRR10423905,WGS,human gut metagenome
DRR171509,WGS,human gut metagenome
ERR11569541,WGS,human gut metagenome
SRR5558181,WGS,human gut metagenome
ERR6279671,WGS,human gut metagenome
SRR10680354,WGS,human gut metagenome
SRR3954452,WGS,soil metagenome
DRR509281,WGS,human gut metagenome
ERR5883847,WGS,human gut metagenome
ERR11564268,WGS,human gut metagenome
SRR15520955,WGS,metagenome
ERR4371112,WGS,human gut metagenome
ERR7821245,WGS,human gut metagenome
ERR2641464,WGS,human metagenome
SRR13008521,WGS,human gut metagenome
SRR18158766,WGS,human gut metagenome
ERR10881219,WGS,human metagenome
SRR24295299,WGS,metagenome
ERR1600711,WGS,metagenome
SRR15520984,WGS,metagenome
ERR11473307,WGS,human gut metagenome
SRR27027815,WGS,human gut metagenome
SRR31097917,WGS,gut metagenome
SRR30153485,WGS,metagenome
SRR8797932,WGS,human gut metagenome
ERR7625374,WGS,human gut metagenome
ERR6039581,OTHER,metagenome
SRR30175151,WGS,human gut metagenome
SRR11835951,WGS,metagenome
SRR5127566,WGS,human gut metagenome
SRR7217504,WGS,human gut metagenome
ERR525753,WGS,human gut metagenome
SRR21938274,OTHER,metagenome
SRR23626269,WGS,gut metagenome
ERR11565423,WGS,human gut metagenome
ERR4332565,WGS,Homo sapiens
ERR11777610,WGS,human oral metagenome
ERR2641600,WGS,human metagenome
SRR7589577,WGS,human gut metagenome
SRR5127511,WGS,human gut metagenome
ERR4332587,WGS,Homo sapiens
SRR22582376,WGS,human gut metagenome
SRR18585177,WGS,human gut metagenome
ERR11569732,WGS,human gut metagenome
ERR1606220,WGS,metagenome
ERR8263776,WGS,human gut metagenome
ERR7625382,WGS,human gut metagenome
SRR13271553,WGS,metagenome
SRR16168940,WGS,gut metagenome
SRR28640811,Hi-C,wastewater metagenome
ERR5982013,OTHER,human gut metagenome
SRR12395692,WGS,gut metagenome
SRR27832119,WGS,human gut metagenome
SRR5156161,WGS,human gut metagenome
ERR7764573,WGS,metagenome
ERR11769211,WGS,human oral metagenome
SRR21747280,WGS,human gut metagenome
SRR24987812,WGS,human gut metagenome
SRR15040915,WGS,human feces metagenome
ERR11594208,WGS,human gut metagenome
ERR11476965,WGS,human gut metagenome
ERR11569131,WGS,human gut metagenome
ERR10125346,WGS,human gut metagenome
SRR27027823,WGS,human gut metagenome
SRR5127555,WGS,human gut metagenome
ERR10879678,WGS,human gut metagenome
ERR11457946,WGS,human gut metagenome
SRR19487692,WGS,human gut metagenome
SRR29402223,WGS,gut metagenome
DRR171648,WGS,human gut metagenome
ERR2641562,WGS,human metagenome
SRR11941538,WGS,human gut metagenome
SRR14863642,WGS,metagenome
ERR11504601,WGS,human gut metagenome
SRR28426420,WGS,metagenome
SRR23881004,WGS,gut metagenome
ERR3563071,WGS,wastewater metagenome
ERR2227861,WGS,gut metagenome
ERR2134209,OTHER,gut metagenome
SRR2142200,WGS,human gut metagenome
SRR6122130,WGS,gut metagenome
ERR4682882,WGS,wastewater metagenome
SRR18174126,WGS,human gut metagenome
SRR10680637,WGS,human gut metagenome
ERR4304325,WGS,feces metagenome
ERR6324057,WGS,human gut metagenome
SRR13647166,WGS,human gut metagenome
SRR13318246,WGS,human gut metagenome
SRR495212,OTHER,soil metagenome
SRR25035340,WGS,feces metagenome
ERR2641570,WGS,human metagenome
SRR15532678,WGS,wetland metagenome
SRR13415852,WGS,human gut metagenome
SRR16646030,WGS,human gut metagenome
ERR11457886,WGS,human gut metagenome
ERR5982051,OTHER,human gut metagenome
SRR10692354,OTHER,human gut metagenome
ERR11156812,OTHER,human gut metagenome
SRR18686979,WGS,human gut metagenome
ERR6232524,WGS,human gut metagenome
ERR11509251,WGS,human feces metagenome
SRR21858830,WGS,gut metagenome
SRR18807539,OTHER,metagenome
SRR15040984,WGS,human feces metagenome
SRR30235504,WGS,human gut metagenome
DRR509210,WGS,human gut metagenome
ERR11504579,WGS,human gut metagenome
ERR11564954,WGS,human gut metagenome
SRR26421368,WGS,mangrove metagenome
ERR4616347,WGS,human gut metagenome
ERR11509446,WGS,human feces metagenome
ERR3451009,WGS,human metagenome
ERR1912957,WGS,human gut metagenome
SRR11363011,WGS,feces metagenome
ERR4682781,WGS,wastewater metagenome
SRR21920115,OTHER,metagenome
SRR13327432,WGS,human gut metagenome
ERR4283227,WGS,Homo sapiens
SRR21747336,WGS,human gut metagenome
SRR5091464,WGS,human gut metagenome
SRR16961779,WGS,human gut metagenome
ERR4335314,WGS,gut metagenome
ERR6406372,WGS,human gut metagenome
SRR19064973,WGS,human gut metagenome
ERR9190689,WGS,human gut metagenome
ERR11472994,WGS,human gut metagenome
SRR23280465,WGA,phyllosphere metagenome
SRR14715257,WGS,human gut metagenome
SRR28895240,WGS,human metagenome
SRR13837395,WGS,gut metagenome
ERR11504106,WGS,human gut metagenome
ERR11457219,WGS,human gut metagenome
SRR19064890,WGS,human gut metagenome
ERR710432,WGS,human gut metagenome
SRR19902514,WGS,metagenome
SRR21969326,OTHER,metagenome
ERR11474194,WGS,human gut metagenome
ERR11456584,WGS,human gut metagenome
ERR4097294,WGS,human gut metagenome
SRR5032358,WGS,human gut metagenome
ERR2102820,WGS,human gut metagenome
SRR25247296,WGA,human gut metagenome
SRR14693207,WGS,gut metagenome
SRR16646092,WGS,human gut metagenome
ERR11569224,WGS,human gut metagenome
ERR11080519,OTHER,Homo sapiens
ERR11477679,WGS,human gut metagenome
SRR6056554,WGS,rhizosphere metagenome
SRR7186520,WGS,root metagenome
ERR11566316,WGS,human gut metagenome
SRR3989286,WGS,rhizosphere metagenome
SRR5558406,WGS,human gut metagenome
SRR21186607,WGS,gut metagenome
SRR25825519,WGS,human gut metagenome
ERR11844766,WGS,Homo sapiens
ERR11479841,WGS,human gut metagenome
SRR10901908,OTHER,gut metagenome
SRR6958475,WGS,soil metagenome
SRR21186614,WGS,gut metagenome
SRR21396416,WGS,metagenome
ERR1397932,WGS,Homo sapiens
SRR24884243,WGS,human gut metagenome
ERR12109138,WGS,human gut metagenome
SRR25947194,WGS,human gut metagenome
SRR3654270,WGS,anaerobic digester metagenome
SRR5127642,WGS,human gut metagenome
SRR5452232,WGS,rhizosphere metagenome
SRR12321280,WGS,human gut metagenome
ERR10880887,WGS,human metagenome
SRR30175177,WGS,human gut metagenome
ERR11566347,WGS,human gut metagenome
ERR11456497,WGS,human gut metagenome
DRR003622,WGS,human metagenome
SRR27832066,WGS,human gut metagenome
SRR23881014,WGS,gut metagenome
ERR11284135,WGS,human gut metagenome
SRR6468510,WGS,human gut metagenome
ERR2017630,WGS,human gut metagenome
ERR748104,WGS,human gut metagenome
ERR11494522,WGS,human gut metagenome
SRR11941617,WGS,human gut metagenome
ERR985523,WGS,Homo sapiens
SRR7976076,WGS,soil metagenome
SRR5262253,WGS,soil metagenome
ERR11504738,WGS,human gut metagenome
SRR21938773,OTHER,metagenome
ERR11477303,WGS,human gut metagenome
SRR14571076,WGS,feces metagenome
ERR4097329,WGS,human gut metagenome
ERR6324002,WGS,human gut metagenome
ERR4794453,WGS,human gut metagenome
ERR9250216,WGS,Homo sapiens
ERR12393993,WGS,human gut metagenome
SRR12459305,WGA,human gut metagenome
SRR5665056,WGS,gut metagenome
ERR1912994,WGS,human gut metagenome
SRR30480492,WGS,metagenome
ERR688616,WGS,human gut metagenome
ERR8977346,WGS,wastewater metagenome
SRR27405664,WGS,metagenome
ERR10101582,WGS,human gut metagenome
ERR8217754,WGS,human gut metagenome
SRR9010353,WGS,feces metagenome
ERR11473502,WGS,human gut metagenome
SRR13348866,WGS,metagenome
ERR6279655,WGS,human gut metagenome
SRR15464313,WGS,human gut metagenome
ERR4097134,WGS,human gut metagenome
SRR17648391,WGS,human gut metagenome
SRR25491932,WGS,human gut metagenome
SRR15244416,WGS,human gut metagenome
ERR3413025,WGS,metagenome
SRR17643838,WGS,human gut metagenome
SRR13327489,WGS,human gut metagenome
SRR12771569,WGS,human gut metagenome
ERR4290621,OTHER,human gut metagenome
SRR12996297,WGS,feces metagenome
ERR5283981,WGS,gut metagenome
SRR24741538,WGS,human metagenome
SRR23086388,WGS,sediment metagenome
SRR2938538,WGS,wastewater metagenome
SRR14863667,WGS,metagenome
SRR23883173,WGS,human gut metagenome
SRR398114,OTHER,soil metagenome
SRR24600043,WGS,human gut metagenome
DRR509155,WGS,human gut metagenome
ERR8263854,WGS,human gut metagenome
SRR5127730,WGS,human gut metagenome
ERR6406562,WGS,human gut metagenome
SRR23883097,WGS,human gut metagenome
SRR12143685,WGS,human gut metagenome
SRR27831936,WGS,human gut metagenome
SRR12996311,WGS,feces metagenome
ERR9998057,WGS,human feces metagenome
SRR29660185,WGS,rhizosphere metagenome
SRR17793300,WGS,human metagenome
ERR4097152,WGS,human gut metagenome
SRR21939052,OTHER,metagenome
SRR6837551,WGS,wastewater metagenome
SRR30190346,WGS,metagenomes
SRR13271551,WGS,metagenome
SRR29467363,OTHER,human gut metagenome
SRR12459354,WGA,human gut metagenome
SRR15167839,WGA,soil metagenome
SRR11599139,WGS,metagenome
SRR27832086,WGS,human gut metagenome
SRR8090716,WGS,human gut metagenome
SRR19902526,WGS,metagenome
SRR13759361,WGS,gut metagenome
ERR11565371,WGS,human gut metagenome
ERR12109333,WGS,human gut metagenome
ERR11474501,WGS,human gut metagenome
SRR27430658,OTHER,human gut metagenome
SRR5558166,WGS,human gut metagenome
SRR3954454,WGS,soil metagenome
SRR7186519,WGS,root metagenome
ERR5883844,WGS,human gut metagenome
ERR11473248,WGS,human gut metagenome
ERR11477953,WGS,human gut metagenome
SRR20217172,WGS,freshwater sediment metagenome
SRR1238148,WGS,human gut metagenome
ERR6275681,WGS,human gut metagenome
SRR5558099,WGS,human gut metagenome
SRR6028200,WGS,human gut metagenome
ERR479519,WGS,Homo sapiens
ERR4135164,WGS,human gut metagenome
ERR11777647,WGS,human feces metagenome
SRR27129247,WGS,human gut metagenome
ERR4865548,WGS,human gut metagenome
SRR25246726,WGA,human gut metagenome
ERR12109189,WGS,human gut metagenome
ERR209817,WGS,human gut metagenome
ERR11283764,WGS,human gut metagenome
ERR1136758,WGS,human gut metagenome
SRR30124195,OTHER,human gut metagenome
SRR27226177,WGS,human gut metagenome
SRR10680358,WGS,human gut metagenome
SRR28086555,WGS,Homo sapiens
SRR27638326,WGS,human gut metagenome
SRR5279312,WGS,human gut metagenome
SRR24653461,WGS,human gut metagenome
SRR30480027,WGS,metagenome
ERR11474379,WGS,human gut metagenome
SRR13271655,WGS,metagenome
SRR27538745,WGS,human gut metagenome
SRR22520397,OTHER,human gut metagenome
ERR911989,WGS,human gut metagenome
ERR4794429,WGS,human gut metagenome
ERR1136875,WGS,human gut metagenome
ERR8609965,OTHER,metagenome
ERR11500389,WGS,human gut metagenome
ERR9752181,WGS,human feces metagenome
ERR11477778,WGS,human gut metagenome
SRR19487808,WGS,human gut metagenome
ERR11475192,WGS,human gut metagenome
ERR11457305,WGS,human gut metagenome
SRR21919829,OTHER,metagenome
SRR8884446,WGS,human gut metagenome
ERR7342451,WGS,human gut metagenome
ERR209818,WGS,human gut metagenome
ERR3405974,WGS,gut metagenome
SRR13348635,WGS,metagenome
SRR9654998,WGS,human gut metagenome
ERR260179,WGS,human metagenome
SRR5456965,WGS,rhizosphere metagenome
SRR18191163,WGS,human gut metagenome
SRR14571113,WGS,feces metagenome
SRR16235395,WGS,gut metagenome
SRR30480336,WGS,metagenome
ERR1136871,WGS,human gut metagenome
SRR22877843,WGS,feces metagenome
SRR28001153,WGS,human gut metagenome
SRR21869868,OTHER,human gut metagenome
ERR11212926,WGS,human gut metagenome
SRR17793262,WGS,human metagenome
SRR6122147,WGS,gut metagenome
SRR13646964,WGS,human gut metagenome
ERR12109364,WGS,human gut metagenome
ERR10879659,WGS,human gut metagenome
SRR9033731,WGS,human gut metagenome
SRR25457391,WGS,feces metagenome
ERR9709458,WGS,human gut metagenome
ERR7439129,WGS,human gut metagenome
SRR9010300,WGS,feces metagenome
SRR18173545,WGS,human gut metagenome
SRR21919920,OTHER,metagenome
ERR209632,WGS,human gut metagenome
ERR4097148,WGS,human gut metagenome
SRR26387399,WGS,wastewater metagenome
SRR8803214,WGS,human metagenome
ERR1913122,WGS,human gut metagenome
ERR1912992,WGS,human gut metagenome
SRR20627639,WGS,gut metagenome
ERR11565420,WGS,human gut metagenome
ERR11570683,WGS,human gut metagenome
SRR17241858,WGS,human gut metagenome
ERR11473782,WGS,human gut metagenome
SRR23937496,WGS,human gut metagenome
SRR28299135,WGS,human gut metagenome
SRR11241200,CLONE,marine sediment metagenome
SRR31120186,WGS,gut metagenome
ERR10687880,WGS,feces metagenome
ERR4316486,WGS,Homo sapiens
ERR11564292,WGS,human gut metagenome
SRR18748375,WGS,human gut metagenome
SRR10931996,WGS,bioreactor metagenome
SRR17643556,WGS,human gut metagenome
SRR29378853,OTHER,human feces metagenome
SRR11941385,WGS,human gut metagenome
SRR24518645,WGS,human metagenome
SRR24987983,WGS,human gut metagenome
SRR15532681,WGS,wetland metagenome
ERR11480843,WGS,human gut metagenome
SRR10499625,WGS,human gut metagenome
SRR11814488,WGS,aquatic metagenome
SRR28086671,WGS,Homo sapiens
ERR7338879,WGS,metagenome
SRR11673977,WGS,activated sludge metagenome
ERR10881043,WGS,human metagenome
SRR21186732,WGS,gut metagenome
SRR11835957,WGS,metagenome
SRR9654982,WGS,human gut metagenome
SRR13271865,WGS,metagenome
SRR5451450,WGS,rhizosphere metagenome
SRR11835931,WGS,metagenome
SRR21160296,WGS,human gut metagenome
ERR5654416,WGS,human gut metagenome
SRR25240085,OTHER,metagenome
SRR512794,WGS,human metagenome
SRR14699975,WGA,marine sediment metagenome
DRR480418,WGS,human gut metagenome
ERR2641545,WGS,human metagenome
ERR7671930,WGS,human gut metagenome
ERR4678693,WGS,wastewater metagenome
SRR16646039,WGS,human gut metagenome
ERR4332455,WGS,Homo sapiens
SRR27418594,WGS,metagenome
SRR28426511,WGS,metagenome
ERR11478357,WGS,human gut metagenome
ERR4097178,WGS,human gut metagenome
SRR26895033,WGS,human gut metagenome
ERR2017559,WGS,human gut metagenome
SRR27460777,WGS,Homo sapiens
ERR3656897,WGS,human gut metagenome
ERR3004191,WGS,human gut metagenome
SRR9033732,WGS,human gut metagenome
ERR10206724,WGS,human gut metagenome
SRR14368376,OTHER,gut metagenome
SRR17283938,WGS,human gut metagenome
SRR30480159,WGS,metagenome
SRR28331693,WGS,gut metagenome
ERR11473118,WGS,human gut metagenome
